id_genero;genero;filme_id
109;Comédia,Drama,Romance,;171
110;Ação,Aventura,Ficção Científica,Suspense;172
111;Aventura,Ficção Científica;173
112;Ação,Aventura,Ficção Científica,Suspense;174
113;Aventura,Drama,Romance,;175
114;Crime,Terror,Mistério,;176
115;Comédia,Drama;177
116;Suspense,;178
117;Crime,Suspense;179
118;Ação,Suspense,Ficção Científica,Mistério;180
119;Drama,Suspense,Mistério,;182
120;Aventura,Comédia,Drama,Romance;183
121;Crime,Drama,Suspense,;184
122;Drama,Ficção Científica;185
123;Crime,Drama,Mistério,Suspense;186
124;Ação,Suspense,Crime,;187
125;Crime,Ação,Suspense,;189
126;Drama,Mistério,Suspense,;192
127;Ação,Aventura,Ficção Científica,Suspense;193
128;Comédia,Romance;194
129;Aventura,Comédia,Ficção Científica,;196
130;Ação,Drama,História,Guerra;197
131;Comédia,Guerra;198
132;Ação,Aventura,Ficção Científica,Suspense;199
133;Ação,Aventura,Ficção Científica,Suspense;200
134;Ação,Aventura,Ficção Científica,Suspense;201
135;Drama,Crime;203
136;Drama,Suspense,Aventura,;204
137;Drama,História,Guerra,;205
138;Drama,;207
139;Comédia,Crime;212
140;Mistério,Suspense;213
141;Crime,Terror,Suspense,;214
142;Terror,;215
143;Romance,Drama;216
144;Ação,Aventura;217
145;Ação,Suspense,Ficção Científica,;218
146;Comédia,Drama,Romance,;219
147;Drama,Romance;220
148;Drama,;221
149;Drama,Mistério;223
150;Crime,Drama;226
151;Crime,Drama;227
152;Terror,;229
153;Drama,Suspense;231
154;Ação,Crime,Drama,;232
155;Drama,;233
156;Crime,Drama,Terror,Suspense;234
157;Crime,Drama;235
158;Comédia,Drama,Romance,;236
159;Crime,Drama;238
160;Comédia,Romance;239
161;Crime,Drama;240
162;Crime,Suspense,Drama,;241
163;Crime,Drama,Suspense,;242
164;Comédia,Drama,Música,Romance;243
165;Aventura,Drama,Terror,;244
166;Comédia,Drama,Romance,;245
167;Aventura,Drama,Ação,;246
168;Crime,;247
169;Comédia,;249
170;Ação,Comédia,Crime,;250
171;Drama,Fantasia,Mistério,Suspense;251
172;Comédia,Fantasia,Família,;252
173;Aventura,Ação,Suspense,;253
174;Ação,Aventura,Drama,;254
175;Comédia,Drama,Romance,;255
176;Crime,Drama,Família,;257
177;Ação,Mistério,Suspense,;260
178;Drama,Romance;261
179;Comédia,Drama;262
180;Drama,;266
181;Drama,Suspense,Romance,;267
182;Ação,Fantasia;268
183;Crime,Drama;269
184;Aventura,Drama,Fantasia,Família;271
185;Ação,Crime,Drama,;272
186;Crime,Drama,Suspense,;275
187;Comédia,Drama;276
188;Ação,Fantasia,Suspense,;277
189;Crime,Drama;278
190;Drama,História,Música,;279
191;Ação,Ficção Científica,Suspense,;280
192;Crime,Drama,Ficção Científica,Suspense;281
193;Comédia,Drama,Romance,;284
194;Ação,Aventura,Fantasia,;285
195;Comédia,Romance;287
196;Faroeste,;288
197;Drama,Romance;289
198;Comédia,Drama;290
199;Drama,;293
200;Ação,Suspense,Ficção Científica,;296
201;Drama,Fantasia,Romance,;297
202;Crime,Suspense;298
203;Comédia,Crime,Música,Suspense;299
204;Comédia,Drama,Fantasia,;300
205;Faroeste,Drama;301
206;Crime,Suspense;302
207;Drama,Suspense,Romance,;303
208;Ação,Comédia,Crime,;306
209;Drama,História;307
210;Comédia,Drama,Mistério,Romance;308
211;Drama,;309
212;Comédia,Fantasia;310
213;Drama,Crime;311
214;Ação,Fantasia,Mistério,;314
215;Drama,Suspense;318
216;Ação,Suspense,Crime,Romance;319
217;Crime,Mistério,Suspense,;320
218;Suspense,Crime,Drama,Mistério;322
219;Ação,Crime,Drama,Terror;326
220;Crime,Drama,Suspense,;327
221;Aventura,Ficção Científica;329
222;Ação,Aventura,Comédia,Família;332
223;Drama,;334
224;Faroeste,;335
225;Faroeste,;336
226;Comédia,Drama;338
227;Comédia,Drama;339
228;Comédia,Drama;340
229;Comédia,Drama,Romance,;343
230;Ação,Comédia,Crime,;344
231;Drama,Mistério,Suspense,;345
232;Ação,Drama;346
233;Terror,Ficção Científica;348
234;Comédia,Drama,Romance,;350
235;Drama,Romance;363
236;Ação,Fantasia;364
237;Terror,;377
238;Comédia,Crime;378
239;Crime,Drama,Suspense,;379
240;Drama,;380
241;Crime,Drama,Mistério,Suspense;381
242;Drama,História,Guerra,;387
243;Crime,Drama,Suspense,;388
244;Drama,;389
245;Faroeste,;391
246;Comédia,Drama,Romance,;392
247;Ação,Crime,Suspense,;393
248;Aventura,Ficção Científica,Ação,Terror;395
249;Drama,;396
250;Comédia,Romance;397
251;Crime,Drama;398
252;Drama,Crime;400
253;Comédia,Drama,Romance,;401
254;Mistério,Suspense;402
255;Comédia,Drama;403
256;Drama,;404
257;Drama,;405
258;Drama,;406
259;Animação,Fantasia,Família,;408
260;Drama,Romance,Guerra,;409
261;Aventura,Família,Fantasia,;411
262;Ação,Crime,Fantasia,;414
263;Ação,Comédia,Fantasia,Ficção Científica;415
264;Aventura,Comédia,Drama,;421
265;Drama,Fantasia;422
266;Drama,Guerra;423
267;Drama,História,Guerra,;424
268;Aventura,Animação,Comédia,Família;425
269;Mistério,Romance,Suspense,;426
270;Faroeste,;429
271;Comédia,Família;430
272;Mistério,Ficção Científica,Suspense,;431
273;Comédia,Família,Fantasia,;433
274;Ação,Aventura,Ficção Científica,Suspense;435
275;Drama,Suspense,Crime,;436
276;Mistério,Ficção Científica,Suspense,;437
277;Mistério,Ficção Científica,Suspense,;438
278;Comédia,Drama;439
279;Ação,Fantasia,Terror,Ficção Científica;440
280;Drama,Comédia;441
281;Drama,Mistério,Suspense,;445
282;Drama,Romance;451
283;Drama,Comédia;452
284;Drama,Romance;453
285;Drama,Romance;454
286;Comédia,Drama,Romance,;455
287;Drama,Comédia,Romance,;458
288;Drama,;462
289;Mistério,Suspense;466
290;Crime,Drama,Terror,Suspense;467
291;Drama,Aventura;468
292;Comédia,Drama;469
293;Crime,Drama,Suspense,;470
294;Mistério,Drama,Suspense,;473
295;Crime,Drama;475
296;Crime,Drama;476
297;Ação,Aventura,Crime,Suspense;479
298;Comédia,Crime,Suspense,;483
299;Aventura,Romance;488
300;Drama,;489
301;Fantasia,Drama;490
302;Comédia,Drama,Fantasia,;492
303;Comédia,;496
304;Fantasia,Drama,Crime,;497
305;Comédia,Drama;499
306;Crime,Suspense;500
307;Documentário,;501
308;Ação,Aventura,Drama,Suspense;503
309;Crime,Drama;504
310;Mistério,Suspense;506
311;Ação,Crime,Drama,Suspense;507
312;Comédia,Drama,Romance,;508
313;Romance,Comédia,Drama,;509
314;Drama,;510
315;Comédia,Mistério;512
316;Crime,Drama,Mistério,Suspense;521
317;Comédia,Drama,História,;522
318;Crime,;524
319;Música,Comédia,Ação,Crime;525
320;Aventura,Fantasia;526
321;Drama,;527
322;Aventura,Animação,Comédia,Ficção Científica;530
323;Animação,Comédia,Família,;531
324;Animação,Comédia,Família,;532
325;Aventura,Animação,Comédia,Família;533
326;Ação,Ficção Científica,Suspense,;534
327;Drama,Romance;535
328;Drama,Terror,Suspense,;539
329;Ação,;540
330;Crime,Drama,Romance,;541
331;Comédia,Romance;544
332;Drama,;546
333;Drama,Romance;547
334;Crime,Drama,Mistério,;548
335;Drama,;550
336;Ação,Aventura,Drama,;551
337;Crime,Drama,Suspense,;553
338;Ação,Fantasia;557
339;Ação,Aventura,Fantasia,;558
340;Ação,Aventura,Fantasia,;559
341;Drama,Fantasia,Terror,;561
342;Ação,Suspense;562
343;Ação,Aventura,Ficção Científica,Suspense;563
344;Ação,Aventura,Fantasia,;564
345;Terror,Mistério;565
346;Drama,Mistério,Suspense,;567
347;Drama,História;568
348;Drama,;570
349;Terror,;571
350;Crime,Terror,Suspense,;573
351;Crime,Mistério,Suspense,;574
352;Drama,Suspense;575
353;Aventura,Faroeste;576
354;Drama,Comédia,Crime,;577
355;Aventura,Terror,Suspense,;578
356;Terror,Suspense;579
357;Aventura,Suspense;580
358;Aventura,Drama,Faroeste,;581
359;Drama,Suspense;582
360;Comédia,;583
361;Animação,Comédia,Família,;585
362;Comédia,Drama;586
363;Aventura,Drama,Fantasia,;587
364;Terror,Mistério;588
365;Drama,;590
366;Mistério,Suspense;591
367;Crime,Drama,Mistério,;592
368;Aventura,Drama,Mistério,Ficção Científica;593
369;Comédia,Drama;594
370;Crime,Drama;595
371;Drama,;596
372;Drama,Romance;597
373;Drama,Crime;598
374;Drama,;599
375;Drama,Guerra;600
376;Aventura,Fantasia,Ficção Científica,Família;601
377;Ação,Aventura,Ficção Científica,;602
378;Ação,Ficção Científica;603
379;Ação,Aventura,Ficção Científica,Suspense;604
380;Ação,Aventura,Ficção Científica,Suspense;605
381;Drama,História,Romance,;606
382;Ação,Aventura,Comédia,Ficção Científica;607
383;Ação,Aventura,Comédia,Ficção Científica;608
384;Terror,;609
385;Ação,Drama,História,Suspense;612
386;Drama,História,Guerra,;613
387;Drama,;614
388;Drama,;615
389;Ação,Drama,História,Guerra;616
390;Drama,Mistério,Suspense,;617
391;Drama,História,Guerra,;618
392;Ação,Drama,Música,Suspense;619
393;Comédia,Fantasia;620
394;Romance,;621
395;Terror,Mistério,Suspense,;622
396;Comédia,Crime;623
397;Aventura,Drama;624
398;Drama,História,Guerra,;625
399;Drama,Fantasia,Terror,;626
400;Crime,Drama;627
401;Terror,Drama,Fantasia,;628
402;Crime,Drama,Suspense,;629
403;Aventura,Fantasia,Família,;630
404;Drama,Romance;631
405;Guerra,;632
406;Comédia,Romance,Drama,;634
407;Terror,Mistério;635
408;Drama,Mistério,Ficção Científica,;636
409;Comédia,Drama;637
410;Drama,Suspense,Mistério,;638
411;Comédia,Drama,Romance,;639
412;Crime,Drama;640
413;Faroeste,;642
414;Drama,História;643
415;Aventura,Drama,Ficção Científica,;644
416;Ação,Aventura,Suspense,;646
417;Ação,Aventura,Animação,Fantasia;647
418;Drama,Fantasia,Romance,;648
419;Drama,Romance;649
420;Drama,;650
421;Comédia,Drama,Guerra,;651
422;Aventura,História;652
423;Drama,Fantasia,Terror,;653
424;Crime,Drama;654
425;Drama,;655
426;Ação,Aventura,Suspense,;657
427;Ação,Aventura,Suspense,;658
428;Drama,História,Guerra,;659
429;Ação,Aventura,Suspense,;660
430;Drama,;661
431;Ficção Científica,Romance;662
432;Terror,Suspense,Crime,;663
433;Ação,Aventura,Drama,;664
434;Aventura,História;665
435;Drama,;666
436;Ação,Aventura,Suspense,;667
437;Aventura,Ação,Suspense,;668
438;Documentário,;669
439;Ação,Drama,Mistério,Suspense;670
440;Aventura,Fantasia,Família,;671
441;Aventura,Fantasia;672
442;Aventura,Fantasia;673
443;Aventura,Fantasia,Família,;674
444;Aventura,Fantasia,Mistério,;675
445;Drama,História,Romance,Guerra;676
446;Mistério,Suspense;678
447;Ação,Ficção Científica,Suspense,;679
448;Crime,Suspense;680
449;Ação,Aventura,Suspense,;681
450;Aventura,Ação,Suspense,;682
451;Drama,Mistério,Ficção Científica,;686
452;Drama,;687
453;Drama,Romance;688
454;Aventura,Ação,Suspense,;691
455;Comédia,Romance;693
456;Terror,Suspense;694
457;Comédia,Drama;695
458;Comédia,Drama,Romance,;696
459;Ação,Aventura,Ficção Científica,Suspense;698
460;Aventura,Ação,Suspense,;699
461;Ação,Aventura,Suspense,;700
462;Drama,;702
463;Comédia,Drama,Romance,;703
464;Comédia,Música;704
465;Drama,;705
466;Ação,Aventura,Suspense,;707
467;Ação,Aventura,Suspense,;708
468;Ação,Aventura,Suspense,;709
469;Ação,Aventura,Suspense,;710
470;Drama,;711
471;Comédia,Drama,Romance,;712
472;Drama,Romance;713
473;Ação,Aventura,Suspense,;714
474;Ação,Drama;744
475;Drama,Mistério,Suspense,;745
476;Drama,História;746
477;Comédia,Terror;747
478;Comédia,Crime,Drama,Mistério;750
479;Ação,Fantasia,Suspense,;752
480;Ação,Crime,Ficção Científica,Suspense;754
481;Ação,Crime,Terror,Suspense;755
482;Animação,Família;756
483;Comédia,Música,Romance,;759
484;Comédia,;760
485;Comédia,;761
486;Aventura,Comédia,Fantasia,;762
487;Terror,Comédia;763
488;Terror,;764
489;Comédia,Fantasia,Terror,;765
490;Comédia,Fantasia,Terror,;766
491;Aventura,Fantasia;767
492;Terror,Mistério,Suspense,;768
493;Crime,Drama;769
494;Drama,Romance,Guerra,;770
495;Aventura,Comédia,Crime,Família;772
496;Comédia,Drama;773
497;Aventura,Fantasia,Ficção Científica,;775
498;Comédia,Drama,Romance,;776
499;Drama,História,Guerra,;777
500;Fantasia,Terror;779
501;Drama,História;780
502;Mistério,Ficção Científica,Suspense,Romance;782
503;Drama,História;783
504;Drama,Música;786
505;Ação,Comédia,Drama,Suspense;787
506;Comédia,Drama,Família,;788
507;Terror,;790
508;Terror,Suspense;791
509;Drama,Guerra,Ação,;792
510;Crime,Mistério,Suspense,;793
511;Terror,Suspense;794
512;Drama,Fantasia,Romance,;795
513;Drama,Romance;796
514;Drama,;797
515;Crime,Drama;800
516;Comédia,Drama,Guerra,;801
517;Drama,Romance;802
518;Documentário,História,Guerra,;803
519;Comédia,Drama,Romance,;804
520;Drama,Terror,Mistério,;805
521;Terror,;806
522;Crime,Mistério,Suspense,;807
523;Aventura,Animação,Comédia,Família;808
524;Aventura,Animação,Comédia,Fantasia;809
525;Fantasia,Aventura,Animação,Comédia;810
526;Aventura,Drama,Ficção Científica,;811
527;Animação,Família,Aventura,Fantasia;812
528;Comédia,;813
529;Comédia,Terror;814
530;Comédia,Crime,Ficção Científica,;816
531;Aventura,Comédia,Crime,Ficção Científica;817
532;Comédia,Crime,Ficção Científica,;818
533;Crime,Drama,Suspense,;819
534;Drama,História,Suspense,;820
535;Drama,História;821
536;Animação,Drama,Ficção Científica,Suspense;823
537;Drama,Romance;824
538;Drama,História,Guerra,;826
539;Drama,Terror,Suspense,;827
540;Ficção Científica,;828
541;Crime,Drama,Mistério,Suspense;829
542;Ficção Científica,;830
543;Ação,Crime,Drama,Suspense;832
544;Drama,;833
545;Fantasia,Ação,Ficção Científica,Suspense;834
546;Terror,Mistério,Ficção Científica,;837
547;Comédia,Drama;838
548;Ação,Suspense,TV Movie,;839
549;Ficção Científica,Drama;840
550;Ação,Aventura,Ficção Científica,;841
551;Drama,História,Suspense,;842
552;Drama,Romance;843
553;Drama,Fantasia,Ficção Científica,Romance;844
554;Crime,Suspense;845
555;Mistério,Ficção Científica,Suspense,;846
556;Ação,Aventura,Fantasia,;847
557;Fantasia,Aventura;848
558;Ação,Aventura,Fantasia,Ficção Científica;849
559;Comédia,Família;850
560;Drama,Romance;851
561;Ação,Drama,História,Romance;853
562;Comédia,Crime,Fantasia,Romance;854
563;Ação,História,Guerra,;855
564;Fantasia,Animação,Comédia,Crime;856
565;Drama,História,Guerra,;857
566;Comédia,Drama,Romance,;858
567;Drama,Romance;859
568;Suspense,Ficção Científica;860
569;Ação,Aventura,Ficção Científica,;861
570;Animação,Comédia,Família,;862
571;Animação,Comédia,Família,;863
572;Comédia,História;864
573;Ação,Ficção Científica,Suspense,;865
574;Drama,;866
575;Drama,Suspense;867
576;Crime,Drama;868
577;Ação,Aventura,Ficção Científica,Suspense;869
578;Ação,Aventura,Drama,Ficção Científica;871
579;Comédia,Música,Romance,;872
580;Drama,;873
581;Drama,História;874
582;Ação,Crime,Drama,Suspense;877
583;Aventura,Fantasia,Comédia,Família;879
584;Drama,;881
585;Comédia,Drama;883
586;Drama,Suspense,Romance,;884
587;Drama,;886
588;Drama,História,Romance,;887
589;Comédia,Fantasia,Família,;888
590;Comédia,Romance,Família,;889
591;Drama,História,Mistério,Suspense;891
592;Comédia,Ficção Científica,Fantasia,;892
593;Drama,História;895
594;Drama,;898
595;Comédia,Romance;900
596;Comédia,Drama,Romance,;901
597;Aventura,Fantasia,Ficção Científica,;902
598;Crime,Drama;903
599;Crime,Drama,Romance,;905
600;Drama,Romance,Guerra,;907
601;Crime,Mistério,Suspense,;910
602;Crime,Romance;912
603;Crime,Drama,Romance,;913
604;Comédia,;914
605;Ação,Crime,Drama,Suspense;916
606;Comédia,Romance;918
607;Animação,Comédia,Fantasia,Terror;919
608;Aventura,Animação,Comédia,Família;920
609;Romance,Drama,História,;921
610;Drama,Fantasia,Faroeste,;922
611;Terror,;923
612;Ação,Drama,Fantasia,Terror;924
613;Drama,;925
614;Comédia,Família,Ficção Científica,;926
615;Fantasia,Terror,Comédia,;927
616;Comédia,Terror,Fantasia,;928
617;Ficção Científica,Ação,Suspense,;929
618;Suspense,Drama,Terror,;931
619;Ação,Crime,Drama,;934
620;Comédia,Drama,Guerra,;935
621;Comédia,Crime;936
622;Faroeste,;938
623;Mistério,Suspense;940
624;Ação,Aventura,Comédia,Crime;941
625;Ação,Aventura,Comédia,Crime;942
626;Ação,Aventura,Comédia,Crime;943
627;Ação,Aventura,Comédia,Crime;944
628;Drama,Romance;946
629;Aventura,Drama,História,Guerra;947
630;Terror,Suspense;948
631;Ação,Crime,Drama,Suspense;949
632;Aventura,Animação,Comédia,Família;950
633;Animação,Família;953
634;Ação,Aventura,Suspense,;954
635;Ação,Aventura,Suspense,;955
636;Aventura,Ação,Suspense,;956
637;Comédia,Ficção Científica;957
638;Aventura,Ação,Comédia,;961
639;Aventura,Comédia,Drama,;962
640;Crime,Mistério,Suspense,;963
641;Drama,Terror;964
642;Faroeste,;966
643;Ação,Aventura,Drama,História;967
644;Crime,Drama,Suspense,;968
645;Drama,Guerra;975
646;Suspense,;976
647;Aventura,Drama,História,;978
648;Crime,Drama,Mistério,Suspense;979
649;Drama,Faroeste;980
650;Comédia,Romance;981
651;Drama,Suspense;982
652;Aventura,Drama;983
653;Ação,Crime,Suspense,;984
654;Fantasia,Terror;985
655;Comédia,Drama,Romance,;987
656;Suspense,;988
657;Drama,;990
658;Drama,Ficção Científica;991
659;Ação,Comédia,Mistério,;992
660;Crime,Mistério,Suspense,;993
661;Crime,Drama,Suspense,;994
662;Aventura,Faroeste;995
663;Crime,Mistério,Suspense,;996
664;Drama,Mistério,Suspense,;1018
665;Drama,Comédia,Crime,;1023
666;Drama,Fantasia;1024
667;Drama,;1040
668;Drama,Suspense,Mistério,Romance;1049
669;Ação,Crime,Suspense,;1051
670;Drama,Mistério,Suspense,;1052
671;Ação,Drama,Suspense,Romance;1058
672;Ação,Aventura,Comédia,Drama;1059
673;Crime,Drama,Suspense,Mistério;1073
674;Comédia,Romance;1075
675;Drama,Família;1088
676;Ação,Crime,Suspense,;1089
677;Mistério,Ficção Científica,Suspense,;1090
678;Terror,Mistério,Ficção Científica,;1091
679;Suspense,Mistério;1092
680;Crime,Drama,Suspense,;1093
681;Ação,Ficção Científica;1103
682;Drama,Guerra;1116
683;Drama,Mistério,Suspense,;1124
684;Drama,;1125
685;Drama,;1164
686;Drama,;1165
687;Crime,Drama,Suspense,;1213
688;Drama,Romance;1245
689;Drama,;1246
690;Drama,Suspense,História,;1247
691;Crime,Drama,Suspense,;1249
692;Ação,Fantasia,Terror,Suspense;1250
693;Ação,Drama,Guerra,;1251
694;Crime,Drama,Suspense,Romance;1252
695;Drama,Romance;1253
696;Drama,Terror,Ficção Científica,;1255
697;Comédia,Romance;1257
698;Drama,Romance;1259
699;Comédia,Drama,Fantasia,Romance;1262
700;Aventura,Drama,Família,;1265
701;Ação,Crime,Drama,Suspense;1266
702;Animação,Comédia,Família,;1267
703;Comédia,Família;1268
704;Ação,Aventura,Guerra,;1271
705;Ficção Científica,Suspense;1272
706;Aventura,Animação,Comédia,Família;1273
707;Drama,Romance;1278
708;Drama,;1279
709;Crime,Drama,Romance,;1280
710;Comédia,;1281
711;Suspense,Drama,Crime,Terror;1359
712;Drama,Romance;1360
713;Aventura,Animação,Fantasia,Família;1362
714;Drama,Romance;1364
715;Drama,Romance;1365
716;Drama,;1366
717;Drama,;1367
718;Ação,Aventura,Suspense,Guerra;1368
719;Ação,Aventura,Suspense,Guerra;1369
720;Ação,Aventura,Suspense,Guerra;1370
721;Drama,;1371
722;Drama,Suspense,Ação,;1372
723;Drama,;1374
724;Drama,;1375
725;Crime,Drama;1376
726;Comédia,Drama,Romance,Família;1377
727;Comédia,Drama,Romance,;1378
728;Aventura,Drama,Ficção Científica,Romance;1381
729;Comédia,Drama;1382
730;Comédia,Crime,Romance,;1389
731;Drama,Romance;1391
732;Drama,Romance;1394
733;Drama,História;1396
734;Drama,Ficção Científica;1398
735;Drama,;1402
736;Comédia,Faroeste;1406
737;Música,Drama;1407
738;Ação,Aventura;1408
739;Drama,;1412
740;Drama,Mistério,Romance,;1414
741;Comédia,Crime,Drama,;1415
742;Drama,Fantasia,Guerra,;1417
743;Drama,Romance;1418
744;Drama,Comédia;1420
745;Crime,Drama,Suspense,;1422
746;Crime,Fantasia,Drama,;1427
747;Ação,Drama,Mistério,;1428
748;Crime,Drama;1429
749;Documentário,;1430
750;Drama,Fantasia,Terror,Suspense;1433
751;Drama,História,Romance,;1439
752;Romance,Drama,Comédia,;1440
753;Drama,Ação,Suspense,Crime;1441
754;Drama,Romance;1443
755;Comédia,Drama;1444
756;Ação,Aventura,Terror,Ficção Científica;1450
757;Ação,Aventura,Ficção Científica,;1452
758;Crime,Suspense;1480
759;Fantasia,Terror;1483
760;Crime,Suspense;1485
761;Ação,Fantasia;1487
762;Fantasia,Drama,Suspense,Romance;1491
763;Ação,Aventura,Drama,História;1492
764;Ação,Comédia,Crime,;1493
765;Ação,Drama,Fantasia,;1494
766;Ação,Aventura,Drama,História;1495
767;Ação,Aventura,Comédia,Ficção Científica;1497
768;Ação,Aventura,Comédia,Ficção Científica;1498
769;Ação,Aventura,Comédia,Fantasia;1499
770;Drama,;1523
771;Aventura,Ação;1534
772;Ação,Crime,Suspense,;1535
773;Crime,Suspense;1537
774;Drama,Crime,Suspense,;1538
775;Aventura,Crime,Drama,Suspense;1541
776;Comédia,;1542
777;Comédia,Drama,Romance,;1544
778;Comédia,Drama;1546
779;Comédia,Terror;1547
780;Comédia,Drama;1548
781;Comédia,Drama;1550
782;Drama,Ficção Científica,Terror,;1551
783;Comédia,Drama,Família,;1552
784;Comédia,Crime,Drama,;1554
785;Drama,Comédia,Romance,;1555
786;Terror,Ficção Científica,Suspense,;1562
787;Ação,Suspense;1571
788;Ação,Suspense;1572
789;Ação,Suspense;1573
790;Comédia,Crime,Drama,;1574
791;Ação,Terror,Ficção Científica,;1576
792;Ação,Terror,Ficção Científica,;1577
793;Drama,;1578
794;Ação,Aventura,Drama,Suspense;1579
795;Crime,Suspense;1580
796;Comédia,Romance;1581
797;Comédia,Música;1584
798;Drama,Família,Fantasia,;1585
799;Mistério,Suspense;1586
800;Drama,Romance;1587
801;Comédia,;1588
802;Crime,Drama,Mistério,Suspense;1592
803;Ação,Aventura,Comédia,Fantasia;1593
804;Comédia,Crime,Mistério,;1594
805;Comédia,Romance;1597
806;Suspense,;1598
807;Comédia,Romance;1599
808;Drama,Suspense;1600
809;Crime,Drama;1607
810;Ação,Comédia,Crime,Suspense;1613
811;Ação,Crime,Drama,Suspense;1619
812;Ação,Crime,Drama,Suspense;1620
813;Comédia,;1621
814;Crime,Drama;1623
815;Comédia,;1624
816;Drama,;1626
817;Drama,;1627
818;Drama,Romance;1628
819;Drama,;1630
820;Drama,;1631
821;Suspense,Crime,Drama,;1632
822;Comédia,Drama;1633
823;Aventura,Drama,Família,;1634
824;Ação,Aventura,Ficção Científica,Suspense;1635
825;Comédia,Fantasia,Romance,;1636
826;Ação,Aventura,Crime,;1637
827;Ação,Aventura,Suspense,;1639
828;Drama,;1640
829;Romance,Comédia;1641
830;Ação,Crime,Drama,Mistério;1642
831;Drama,Romance;1643
832;Drama,Mistério,Suspense,;1644
833;Crime,Drama,Suspense,;1645
834;Crime,Drama;1646
835;Ação,Suspense;1647
836;Aventura,Comédia,Ficção Científica,;1648
837;Aventura,Comédia,Fantasia,Música;1649
838;Drama,;1653
839;Ação,Aventura,Guerra,;1654
840;Ação,Aventura;1656
841;Crime,Drama,Suspense,;1662
842;Drama,;1665
843;Documentário,Família;1667
844;Ação,Aventura,Suspense,;1669
845;Ação,Aventura,Suspense,;1672
